Date,HomeTeam,AwayTeam,Full Time Home Goals,Full Time Away Goals,Home Shots,Away Shots,Home Shots on Target,Away Shots on Target,Home Fouls,Away Fouls,Home Corners,Away Corners,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Full Time Result
20-03-10,Aston Villa,Wolves,2,2,11,7,3,4,10,12,7,5,1,2,0,0,D
20-03-10,Everton,Bolton,2,0,18,6,11,4,12,17,6,3,1,1,0,1,H
20-03-10,Portsmouth,Hull,3,2,18,9,10,5,7,8,11,1,1,0,0,0,H
20-03-10,Stoke,Tottenham,1,2,8,16,4,9,7,9,6,7,2,2,1,0,A
20-03-10,Sunderland,Birmingham,3,1,11,21,9,14,8,8,7,10,0,1,0,0,H
20-03-10,Wigan,Burnley,1,0,21,13,11,8,10,15,5,3,1,3,0,0,H
21-03-10,Blackburn,Chelsea,1,1,8,14,4,8,10,9,3,11,0,1,0,0,D
21-03-10,Fulham,Man City,1,2,10,14,4,9,8,9,4,2,0,0,0,0,A
21-03-10,Man United,Liverpool,2,1,10,4,5,2,10,15,1,2,2,3,0,0,H
23-03-10,West Ham,Wolves,1,3,17,5,10,4,9,24,8,5,0,2,0,0,A
24-03-10,Aston Villa,Sunderland,1,1,11,10,4,5,5,7,6,7,0,0,0,0,D
24-03-10,Blackburn,Birmingham,2,1,9,8,7,5,18,10,5,6,2,1,0,0,H
24-03-10,Man City,Everton,0,2,12,10,5,7,11,10,7,4,3,2,0,0,A
24-03-10,Portsmouth,Chelsea,0,5,10,20,6,11,11,11,1,6,3,2,0,0,A
27-03-10,Birmingham,Arsenal,1,1,7,13,3,8,13,13,3,6,3,2,0,0,D
27-03-10,Bolton,Man United,0,4,14,13,10,8,14,15,11,6,0,0,0,0,A
27-03-10,Chelsea,Aston Villa,7,1,13,7,11,5,12,5,8,6,3,2,0,0,H
27-03-10,Hull,Fulham,2,0,7,12,4,9,11,15,6,8,2,4,0,0,H
27-03-10,Tottenham,Portsmouth,2,0,16,8,8,3,5,9,11,2,0,1,0,0,H
27-03-10,West Ham,Stoke,0,1,17,12,7,7,14,17,6,7,0,2,0,0,A
27-03-10,Wolves,Everton,0,0,9,22,2,13,14,12,3,7,1,1,0,0,D
28-03-10,Burnley,Blackburn,0,1,7,12,3,5,15,12,7,2,3,2,0,0,A
28-03-10,Liverpool,Sunderland,3,0,25,7,16,2,11,9,9,2,0,1,0,0,H
29-03-10,Man City,Wigan,3,0,10,9,8,3,12,13,3,4,3,2,0,1,H
03-04-10,Arsenal,Wolves,1,0,23,3,13,2,10,13,10,4,0,2,0,1,H
03-04-10,Bolton,Aston Villa,0,1,14,13,10,9,13,14,6,8,2,0,0,0,A
03-04-10,Burnley,Man City,1,6,14,20,7,14,5,8,6,7,0,0,0,0,A
03-04-10,Man United,Chelsea,1,2,9,11,3,5,14,11,3,3,3,1,0,0,A
03-04-10,Portsmouth,Blackburn,0,0,6,16,3,8,11,10,1,9,2,1,1,0,D
03-04-10,Stoke,Hull,2,0,9,5,3,3,12,12,3,2,3,2,0,0,H
03-04-10,Sunderland,Tottenham,3,1,11,12,10,9,16,15,6,6,2,0,0,0,H
04-04-10,Birmingham,Liverpool,1,1,8,16,3,8,14,9,5,4,2,1,0,0,D
04-04-10,Everton,West Ham,2,2,10,10,5,5,7,17,2,8,2,3,0,0,D
04-04-10,Fulham,Wigan,2,1,7,12,5,7,11,10,6,3,1,2,0,0,H
10-04-10,Hull,Burnley,1,4,11,9,4,7,19,14,6,1,5,1,0,0,A
10-04-10,West Ham,Sunderland,1,0,10,9,6,7,12,20,2,7,1,3,0,0,H
11-04-10,Blackburn,Man United,0,0,8,13,7,6,14,12,1,7,1,2,0,0,D
11-04-10,Liverpool,Fulham,0,0,18,2,9,2,6,16,10,1,1,3,0,0,D
11-04-10,Man City,Birmingham,5,1,17,5,8,3,12,9,8,4,0,3,0,0,H
11-04-10,Wolves,Stoke,0,0,10,9,8,1,7,4,7,6,0,0,0,0,D
13-04-10,Chelsea,Bolton,1,0,18,7,8,2,13,22,5,2,1,4,0,0,H
14-04-10,Aston Villa,Everton,2,2,10,13,7,10,11,9,7,6,2,2,0,0,D
14-04-10,Tottenham,Arsenal,2,1,13,19,10,11,13,10,4,6,3,1,0,0,H
14-04-10,Wigan,Portsmouth,0,0,24,6,14,2,16,9,10,3,2,1,0,0,D
17-04-10,Birmingham,Hull,0,0,10,11,7,4,11,12,8,1,0,0,0,0,D
17-04-10,Blackburn,Everton,2,3,15,11,10,4,15,10,4,2,3,2,0,0,A
17-04-10,Fulham,Wolves,0,0,11,5,4,1,9,11,5,9,1,0,0,0,D
17-04-10,Man City,Man United,0,1,8,13,5,3,8,12,7,5,2,1,0,0,A
17-04-10,Stoke,Bolton,1,2,11,13,5,8,10,5,5,1,1,2,0,0,A
17-04-10,Sunderland,Burnley,2,1,16,9,11,4,14,17,3,3,3,2,0,0,H
17-04-10,Tottenham,Chelsea,2,1,20,9,10,6,7,14,13,4,2,4,0,1,H
18-04-10,Portsmouth,Aston Villa,1,2,16,12,12,9,5,10,7,6,0,0,0,0,A
18-04-10,Wigan,Arsenal,3,2,16,11,11,8,15,13,8,3,2,1,0,0,H
19-04-10,Liverpool,West Ham,3,0,17,6,8,2,8,12,9,2,0,2,0,0,H
21-04-10,Hull,Aston Villa,0,2,14,11,10,5,8,7,11,9,2,2,0,0,A
24-04-10,Arsenal,Man City,0,0,9,3,4,2,13,14,5,1,4,2,0,0,D
24-04-10,Bolton,Portsmouth,2,2,14,13,10,6,16,13,12,5,1,1,0,0,D
24-04-10,Hull,Sunderland,0,1,14,10,8,5,12,17,3,6,1,3,1,1,A
24-04-10,Man United,Tottenham,3,1,15,9,8,3,13,10,4,4,1,0,0,0,H
24-04-10,West Ham,Wigan,3,2,9,12,7,10,9,10,4,5,1,2,0,0,H
24-04-10,Wolves,Blackburn,1,1,14,12,5,8,9,8,4,4,0,1,0,0,D
25-04-10,Aston Villa,Birmingham,1,0,10,16,6,14,12,16,7,5,1,4,0,0,H
25-04-10,Burnley,Liverpool,0,4,12,12,6,10,13,11,4,5,2,1,0,0,A
25-04-10,Chelsea,Stoke,7,0,29,3,18,2,14,12,7,0,0,3,0,0,H
25-04-10,Everton,Fulham,2,1,15,8,9,6,7,12,9,3,0,1,0,0,H
01-05-10,Birmingham,Burnley,2,1,13,12,4,7,11,10,6,8,2,1,0,0,H
01-05-10,Man City,Aston Villa,3,1,17,10,12,6,6,9,13,5,1,2,0,0,H
01-05-10,Portsmouth,Wolves,3,1,12,18,8,11,10,13,7,9,0,1,0,0,H
01-05-10,Stoke,Everton,0,0,12,11,6,9,10,10,6,5,0,0,0,0,D
01-05-10,Tottenham,Bolton,1,0,25,11,12,7,11,10,11,7,0,3,0,0,H
02-05-10,Fulham,West Ham,3,2,5,7,3,5,10,14,9,3,0,0,0,0,H
02-05-10,Liverpool,Chelsea,0,2,7,15,2,11,7,7,9,5,1,2,0,0,A
02-05-10,Sunderland,Man United,0,1,10,14,2,9,10,9,9,4,3,2,0,0,A
03-05-10,Blackburn,Arsenal,2,1,11,6,7,4,19,15,5,8,2,2,0,0,H
03-05-10,Wigan,Hull,2,2,13,6,7,3,11,14,8,1,2,0,0,0,D
05-05-10,Fulham,Stoke,0,1,12,5,6,2,7,6,8,3,1,3,0,0,A
05-05-10,Man City,Tottenham,0,1,10,10,5,6,12,14,9,7,0,3,0,0,A
09-05-10,Arsenal,Fulham,4,0,16,5,11,2,11,10,5,2,2,2,0,0,H
09-05-10,Aston Villa,Blackburn,0,1,16,9,12,3,14,12,11,5,2,1,0,0,A
09-05-10,Bolton,Birmingham,2,1,14,10,8,5,14,17,3,6,2,5,0,0,H
09-05-10,Burnley,Tottenham,4,2,16,16,12,11,9,8,5,6,0,0,0,0,H
09-05-10,Chelsea,Wigan,8,0,17,4,10,3,14,9,2,3,2,2,0,1,H
09-05-10,Everton,Portsmouth,1,0,21,10,13,4,12,11,14,1,0,0,0,0,H
09-05-10,Hull,Liverpool,0,0,11,19,6,7,15,11,2,6,1,0,0,0,D
09-05-10,Man United,Stoke,4,0,18,4,13,4,10,4,10,2,2,0,0,0,H
09-05-10,West Ham,Man City,1,1,12,17,8,6,12,7,4,3,2,0,0,0,D
09-05-10,Wolves,Sunderland,2,1,14,11,7,5,11,19,4,1,1,2,0,2,H
