Date,HomeTeam,AwayTeam,Full Time Home Goals,Full Time Away Goals,Home Shots,Away Shots,Home Shots on Target,Away Shots on Target,Home Fouls,Away Fouls,Home Corners,Away Corners,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Full Time Result
19-03-05,Blackburn,Arsenal,0,1,9,10,2,8,21,8,4,6,3,1,0,0,A
19-03-05,Bolton,Norwich,1,0,16,6,10,2,20,16,7,6,3,1,0,0,H
19-03-05,Charlton,West Brom,1,4,8,14,5,9,11,8,3,9,0,0,1,0,A
19-03-05,Chelsea,Crystal Palace,4,1,20,6,13,3,13,16,10,4,1,0,0,0,H
19-03-05,Man United,Fulham,1,0,19,10,12,6,7,11,18,3,0,1,0,0,H
19-03-05,Portsmouth,Newcastle,1,1,13,11,6,6,15,19,4,3,5,4,0,0,D
19-03-05,Tottenham,Man City,2,1,12,11,9,7,13,13,6,4,2,3,0,0,H
20-03-05,Birmingham,Aston Villa,2,0,10,5,4,4,12,20,2,3,3,3,0,0,H
20-03-05,Liverpool,Everton,2,1,15,4,8,2,13,15,5,1,1,4,1,0,H
20-03-05,Middlesbrough,Southampton,1,3,14,12,8,7,20,17,3,6,0,0,0,0,A
02-04-05,Arsenal,Norwich,4,1,21,3,15,1,8,11,10,3,1,0,0,0,H
02-04-05,Birmingham,Tottenham,1,1,14,9,7,5,6,10,3,3,0,1,0,0,D
02-04-05,Charlton,Man City,2,2,9,16,3,8,6,8,6,7,1,0,0,0,D
02-04-05,Crystal Palace,Middlesbrough,0,1,23,7,13,5,6,19,8,3,0,4,0,0,A
02-04-05,Liverpool,Bolton,1,0,10,13,7,5,6,13,4,12,1,3,0,0,H
02-04-05,Man United,Blackburn,0,0,23,9,9,3,21,18,9,3,3,2,0,0,D
02-04-05,Newcastle,Aston Villa,0,3,20,8,12,5,14,24,8,6,1,2,3,0,A
02-04-05,Southampton,Chelsea,1,3,4,12,3,8,11,10,4,3,0,2,0,0,A
03-04-05,Fulham,Portsmouth,3,1,12,8,7,4,14,10,5,5,3,3,0,0,H
03-04-05,West Brom,Everton,1,0,8,8,4,2,15,20,7,7,1,2,0,0,H
09-04-05,Blackburn,Southampton,3,0,15,9,8,3,19,14,4,2,2,1,0,0,H
09-04-05,Bolton,Fulham,3,1,15,7,10,4,6,14,4,6,0,2,0,1,H
09-04-05,Chelsea,Birmingham,1,1,19,2,12,1,17,12,8,5,2,2,0,0,D
09-04-05,Man City,Liverpool,1,0,11,6,8,1,8,11,5,2,1,1,0,0,H
09-04-05,Middlesbrough,Arsenal,0,1,9,7,6,1,11,9,5,3,1,1,0,0,A
09-04-05,Norwich,Man United,2,0,7,16,5,8,19,18,3,4,2,2,0,0,H
09-04-05,Portsmouth,Charlton,4,2,13,8,9,4,11,14,5,4,1,3,0,0,H
10-04-05,Aston Villa,West Brom,1,1,14,7,7,5,6,10,5,5,1,2,1,1,D
10-04-05,Everton,Crystal Palace,4,0,13,11,8,3,10,14,4,9,1,1,0,0,H
10-04-05,Tottenham,Newcastle,1,0,19,6,6,3,9,15,4,7,2,2,0,0,H
16-04-05,Birmingham,Portsmouth,0,0,9,5,4,4,16,12,7,5,1,2,0,0,D
16-04-05,Charlton,Bolton,1,2,18,11,10,5,10,14,8,2,0,1,0,0,A
16-04-05,Crystal Palace,Norwich,3,3,12,12,10,8,17,21,7,3,2,2,0,0,D
16-04-05,Fulham,Man City,1,1,8,7,3,3,9,19,6,8,0,1,0,0,D
16-04-05,Liverpool,Tottenham,2,2,18,9,7,6,5,7,12,3,0,0,0,0,D
16-04-05,Southampton,Aston Villa,2,3,16,11,8,7,10,17,5,8,1,2,0,0,A
19-04-05,Bolton,Southampton,1,1,22,5,16,4,9,9,5,2,2,0,0,0,D
19-04-05,Middlesbrough,Fulham,1,1,8,7,4,2,11,12,2,6,1,0,0,0,D
20-04-05,Aston Villa,Charlton,0,0,13,12,5,3,14,9,6,5,0,1,0,0,D
20-04-05,Blackburn,Crystal Palace,1,0,18,4,7,3,11,19,11,6,3,2,0,0,H
20-04-05,Chelsea,Arsenal,0,0,9,6,3,4,10,16,2,2,1,3,0,0,D
20-04-05,Everton,Man United,1,0,7,16,3,11,18,17,4,5,3,2,0,2,H
20-04-05,Man City,Birmingham,3,0,8,5,4,1,11,9,8,3,0,1,0,0,H
20-04-05,Norwich,Newcastle,2,1,15,24,8,10,12,11,6,6,0,0,0,0,H
20-04-05,Portsmouth,Liverpool,1,2,8,19,6,12,10,8,5,4,1,0,0,0,A
20-04-05,Tottenham,West Brom,1,1,15,10,5,4,12,12,7,3,2,0,0,0,D
23-04-05,Aston Villa,Bolton,1,1,13,12,10,6,17,13,7,5,0,2,0,0,D
23-04-05,Blackburn,Man City,0,0,11,7,5,1,20,17,6,2,0,0,0,0,D
23-04-05,Chelsea,Fulham,3,1,12,10,7,4,7,11,4,6,1,1,0,0,H
23-04-05,Crystal Palace,Liverpool,1,0,6,9,3,7,19,14,4,1,2,5,0,0,H
23-04-05,Everton,Birmingham,1,1,11,9,6,4,18,18,9,5,2,3,0,0,D
23-04-05,Middlesbrough,West Brom,4,0,12,15,8,9,12,12,1,4,1,1,0,0,H
23-04-05,Norwich,Charlton,1,0,13,11,6,6,8,9,7,8,1,1,0,0,H
24-04-05,Man United,Newcastle,2,1,18,11,10,5,8,20,9,4,1,0,0,0,H
24-04-05,Portsmouth,Southampton,4,1,18,11,8,8,15,11,4,7,2,1,0,0,H
25-04-05,Arsenal,Tottenham,1,0,12,7,3,1,17,15,4,7,0,4,0,0,H
26-04-05,West Brom,Blackburn,1,1,9,14,3,7,13,15,6,4,3,4,0,0,D
27-04-05,Newcastle,Middlesbrough,0,0,11,5,5,3,8,9,7,1,1,2,0,0,D
30-04-05,Birmingham,Blackburn,2,1,10,5,6,1,15,16,6,1,2,1,0,0,H
30-04-05,Bolton,Chelsea,0,2,14,8,6,5,17,14,7,2,4,1,0,0,A
30-04-05,Fulham,Everton,2,0,11,11,6,4,18,16,3,7,1,3,1,0,H
30-04-05,Liverpool,Middlesbrough,1,1,12,6,6,3,10,20,7,4,2,3,0,0,D
30-04-05,Man City,Portsmouth,2,0,13,7,7,3,14,6,7,5,0,1,0,0,H
30-04-05,Newcastle,Crystal Palace,0,0,16,7,9,3,16,15,5,2,1,1,0,0,D
30-04-05,Southampton,Norwich,4,3,15,14,9,7,18,13,6,8,3,2,0,0,H
01-05-05,Charlton,Man United,0,4,6,18,4,12,6,15,1,7,0,2,1,0,A
01-05-05,Tottenham,Aston Villa,5,1,20,4,14,3,13,17,9,3,1,2,0,0,H
02-05-05,West Brom,Arsenal,0,2,7,8,3,5,12,11,9,0,0,0,0,0,A
04-05-05,Fulham,Newcastle,1,3,6,4,3,3,11,13,1,2,1,1,0,0,A
07-05-05,Aston Villa,Man City,1,2,15,10,8,4,8,18,6,2,1,1,0,0,A
07-05-05,Blackburn,Fulham,1,3,13,8,6,6,11,23,8,5,2,2,1,1,A
07-05-05,Chelsea,Charlton,1,0,15,6,6,3,7,13,2,5,0,0,0,0,H
07-05-05,Crystal Palace,Southampton,2,2,14,7,6,3,16,18,5,2,3,1,1,1,D
07-05-05,Everton,Newcastle,2,0,8,9,6,4,22,11,3,2,3,1,0,1,H
07-05-05,Man United,West Brom,1,1,27,2,14,0,10,13,12,0,1,0,0,0,D
07-05-05,Middlesbrough,Tottenham,1,0,16,5,8,2,14,10,4,3,1,3,0,0,H
07-05-05,Norwich,Birmingham,1,0,8,22,4,9,20,10,1,7,1,5,0,1,H
07-05-05,Portsmouth,Bolton,1,1,9,12,4,4,12,23,2,9,0,2,0,0,D
08-05-05,Arsenal,Liverpool,3,1,11,11,8,6,13,10,1,4,0,2,0,0,H
10-05-05,Man United,Chelsea,1,3,15,7,9,6,11,14,7,0,2,3,0,0,A
11-05-05,Arsenal,Everton,7,0,19,7,12,3,9,12,4,2,2,0,0,0,H
15-05-05,Birmingham,Arsenal,2,1,9,11,4,5,10,8,3,2,1,0,0,0,H
15-05-05,Bolton,Everton,3,2,16,10,9,5,12,17,5,6,2,1,1,0,H
15-05-05,Charlton,Crystal Palace,2,2,8,9,5,6,14,14,3,8,2,2,0,0,D
15-05-05,Fulham,Norwich,6,0,13,2,9,0,11,12,4,13,0,1,0,0,H
15-05-05,Liverpool,Aston Villa,2,1,15,13,7,4,10,16,9,5,0,0,0,0,H
15-05-05,Man City,Middlesbrough,1,1,10,4,5,3,12,15,10,3,2,4,0,0,D
15-05-05,Newcastle,Chelsea,1,1,8,12,4,7,11,17,6,4,4,4,0,0,D
15-05-05,Southampton,Man United,1,2,11,16,3,8,14,13,5,3,1,2,0,0,A
15-05-05,Tottenham,Blackburn,0,0,11,12,7,8,10,14,5,7,2,2,0,0,D
15-05-05,West Brom,Portsmouth,2,0,9,8,5,2,12,13,6,1,0,1,0,0,H
